PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_OVERALL,Total_Sales_Price
P01796,Adyar,971,2012-02-07,28,1.0,1.0,3,Family,0,1980-02-15,House,ELO,Gravel,RH,3.63,8202184
P04793,Adyar,892,2010-06-30,116,1.0,1.0,3,Ab Normal,1,1980-07-07,Commercial,All Pub,Paved,A,3.5,10744595
P08188,Adyar,865,2008-03-27,143,1.0,1.0,3,Ab Normal,1,1996-03-30,House,All Pub,Paved,RM,3.73,10449772
P08970,Adyar,644,2007-05-30,111,1.0,1.0,2,Family,1,1977-06-06,House,NoSeWa,Gravel,RM,3.41,9082616
P09027,Adyar,831,2007-05-08,61,1.0,1.0,3,Ab Normal,1,1968-05-17,House,NoSewr ,Gravel,C,4.13,7549068
P09256,Adyar,718,2007-02-11,196,1.0,1.0,2,AdjLand,1,1984-02-17,House,ELO,No Access,RM,2.7,9382114
P04446,Adyar,923,2010-08-29,180,1.0,1.0,3,Family,1,1978-09-06,House,NoSewr ,No Access,RM,2.72,9281874
P01964,Adyar,717,2012-01-07,43,1.0,1.0,2,AdjLand,0,2003-01-09,Others,All Pub,Gravel,I,3.78,8100544
P05705,Adyar,1233,2010-01-08,109,2.0,2.0,4,Ab Normal,0,2001-01-10,Others,NoSewr ,No Access,C,4.69,8473356
P03071,Adyar,951,2011-05-31,21,1.0,1.0,3,AdjLand,0,2000-06-02,Others,NoSeWa,Gravel,C,3.54,8417454
P06521,Adyar,655,2009-08-01,130,1.0,1.0,2,Partial,0,1989-08-06,Commercial,ELO,No Access,RM,3.54,9569221
P05113,Adyar,765,2010-04-28,43,1.0,1.0,2,Ab Normal,1,1999-05-01,House,All Pub,Gravel,RL,3.04,9637561
P06077,Adyar,1255,2009-10-28,151,2.0,2.0,4,Normal Sale,1,1972-11-06,House,All Pub,No Access,RL,3.21,10312515
P08063,Adyar,961,2008-05-05,45,1.0,1.0,3,Normal Sale,1,1988-05-10,House,NoSeWa,Gravel,I,2.86,8965698
P07800,Adyar,1116,2008-07-29,0,1.0,1.0,3,Ab Normal,0,2000-07-31,House,All Pub,Gravel,C,3.79,8460315
P09554,Adyar,887,2006-10-13,7,1.0,1.0,3,Ab Normal,1,1997-10-15,Commercial,ELO,Paved,I,3.23,11984231
P07069,Adyar,746,2009-03-05,36,1.0,1.0,2,AdjLand,1,1996-03-08,House,All Pub,Paved,RH,3.33,8876485
P02907,Adyar,1197,2011-07-01,53,1.0,1.0,3,AdjLand,1,1973-07-10,House,NoSeWa,Paved,RL,3.17,10638837
P08852,Adyar,601,2007-07-25,196,1.0,1.0,2,Family,1,1976-08-01,House,NoSewr ,Gravel,RM,2.94,8932690
P06993,Adyar,848,2009-03-29,176,1.0,1.0,3,Family,0,2002-03-31,Others,ELO,Paved,RL,3.79,8741098
P09327,Adyar,611,2007-01-16,117,1.0,1.0,2,Normal Sale,0,1972-01-25,Commercial,ELO,No Access,RL,2.8,8580026
P08154,Adyar,1071,2008-04-07,57,1.0,1.0,3,Family,0,1984-04-13,Others,NoSewr ,Paved,C,2.88,7633290
P08566,Adyar,918,2007-11-05,83,1.0,1.0,3,AdjLand,1,1971-11-14,House,All Pub,Paved,A,3.96,7332019
P08293,Adyar,981,2008-02-25,23,1.0,1.0,3,Normal Sale,0,2003-02-26,Commercial,NoSewr ,No Access,RH,3.03,11983749
P02198,Adyar,1222,2011-11-17,27,2.0,2.0,4,AdjLand,1,1977-11-25,House,ELO,Paved,RH,3.03,10199108
P09047,Adyar,1235,2007-05-01,140,2.0,2.0,4,Ab Normal,1,1988-05-05,Others,ELO,Gravel,I,4.23,11010277
P03001,Adyar,801,2011-06-16,194,1.0,1.0,3,Normal Sale,0,1991-06-21,Commercial,NoSeWa,No Access,C,3.84,8781448
P01965,Adyar,845,2012-01-07,193,1.0,1.0,3,AdjLand,0,1995-01-11,House,NoSeWa,Gravel,RH,3.39,8490245
P08227,Adyar,812,2008-03-17,69,1.0,1.0,3,AdjLand,1,1972-03-26,Others,NoSeWa,Gravel,I,4.06,8990597
P02562,Adyar,1063,2011-09-11,28,1.0,1.0,3,Family,1,1996-09-14,Others,ELO,Paved,A,3.26,8142981
P09399,Adyar,887,2006-12-22,131,1.0,1.0,3,Normal Sale,0,1991-12-26,Others,ELO,No Access,RH,3.74,7641741
P05655,Adyar,1227,2010-01-17,128,2.0,2.0,4,AdjLand,1,1995-01-21,Others,NoSewr ,No Access,A,3.62,9143331
P04275,Adyar,1156,2010-10-02,191,1.0,1.0,3,Partial,0,1971-10-12,Commercial,NoSewr ,No Access,I,3.29,11832323
P08513,Adyar,833,2007-12-02,184,1.0,1.0,3,Ab Normal,1,2001-12-03,Others,NoSewr ,No Access,RH,2.88,8638336
P01499,Adyar,1223,2012-03-30,144,2.0,2.0,4,Ab Normal,0,1992-04-04,Others,All Pub,Paved,RM,2.55,11461658
P08857,Adyar,1192,2007-07-23,90,1.0,1.0,3,Ab Normal,1,1987-07-28,House,NoSeWa,No Access,A,2.55,7259045
P06904,Adyar,714,2009-04-22,115,1.0,1.0,2,Family,1,1986-04-28,Commercial,ELO,Gravel,A,2.92,9236397
P07025,Adyar,1027,2009-03-19,74,1.0,1.0,3,Ab Normal,0,1991-03-24,House,NoSewr ,Gravel,A,4.02,7116186
P02995,Adyar,674,2011-06-17,92,1.0,1.0,2,Normal Sale,0,1973-06-26,Others,ELO,Paved,RL,4.29,7465113
P08206,Adyar,1069,2008-03-22,159,1.0,1.0,3,Partial,0,1988-03-27,Others,NoSeWa,Gravel,A,2.75,7277873
P03183,Adyar,868,2011-05-09,125,1.0,1.0,3,Partial,0,1983-05-16,Commercial,ELO,Paved,I,3.17,10060132
P04357,Adyar,1082,2010-09-16,4,1.0,1.0,3,AdjLand,0,1984-09-22,House,All Pub,Gravel,C,2.99,8287534
P09102,Adyar,1177,2007-04-06,48,1.0,1.0,3,Ab Normal,1,1971-04-15,Others,NoSeWa,Paved,RL,2.72,11041291
P02820,Adyar,877,2011-07-19,58,1.0,1.0,3,AdjLand,1,1999-07-22,Commercial,NoSeWa,Paved,C,4.37,11779305
P04844,Adyar,921,2010-06-19,94,1.0,1.0,3,Partial,0,1991-06-24,Commercial,NoSewr ,No Access,A,3.66,8926812
P09134,Adyar,1146,2007-03-26,197,1.0,1.0,3,Ab Normal,1,1967-04-05,House,ELO,No Access,RL,3.31,9338220
P06475,Adyar,895,2009-08-11,44,1.0,1.0,3,AdjLand,0,1998-08-14,Commercial,ELO,Gravel,A,3.88,10689441
P08751,Adyar,661,2007-09-02,88,1.0,1.0,2,Normal Sale,0,1990-09-06,Commercial,NoSewr ,No Access,C,3.18,7607303
P03847,Adyar,1175,2010-12-30,200,1.0,1.0,3,Normal Sale,0,2000-01-02,Others,NoSewr ,No Access,A,3.29,7361921
P07917,Adyar,914,2008-06-25,185,1.0,1.0,3,Partial,0,1979-07-03,House,NoSewr ,No Access,RM,4.59,8266311
P08569,Adyar,1118,2007-11-04,59,1.0,1.0,3,Ab Normal,1,1972-11-12,House,ELO,Paved,I,2.63,8636379
P06862,Adyar,1035,2009-05-04,166,1.0,1.0,3,Ab Normal,0,2004-05-05,House,NoSewr ,Paved,RL,4.12,9481374
P01488,Adyar,918,2012-04-02,5,1.0,1.0,3,Partial,1,2000-04-05,Others,NoSewr ,Paved,A,2.59,7322340
P08568,Adyar,1132,2007-11-04,64,1.0,1.0,3,Normal Sale,1,1968-11-13,House,NoSeWa,No Access,I,3.87,8197681
P06476,Adyar,1023,2009-08-11,102,1.0,1.0,3,Normal Sale,0,1981-08-18,Commercial,NoSeWa,Paved,C,4.71,11255625
P01573,Adyar,926,2012-03-15,169,1.0,1.0,3,Normal Sale,1,2001-03-18,House,NoSewr ,Gravel,I,3.98,9192027
P03465,Adyar,878,2011-03-22,103,1.0,1.0,3,AdjLand,0,1983-03-29,Others,ELO,No Access,RM,2.66,8919685
P03987,Adyar,973,2010-11-29,4,1.0,1.0,3,Partial,0,2003-12-01,Commercial,ELO,No Access,RH,4.2,11444082
P03625,Adyar,1013,2011-02-13,153,1.0,1.0,3,Ab Normal,1,1992-02-18,Others,NoSeWa,Paved,RM,3.75,11310905
P08582,Adyar,961,2007-10-31,178,1.0,1.0,3,Family,1,1985-11-05,Others,ELO,No Access,I,3.83,8178567
P03845,Adyar,1225,2010-12-31,15,2.0,2.0,4,AdjLand,0,1990-01-05,Others,All Pub,Paved,A,4.21,8678894
P01783,Adyar,1252,2012-02-09,177,2.0,2.0,4,Family,1,1972-02-19,House,NoSeWa,Paved,RH,3.47,9913310
P06512,Adyar,1094,2009-08-03,1,1.0,1.0,3,Family,1,1982-08-10,Others,ELO,No Access,C,3.9,8025165
P08793,Adyar,1199,2007-08-16,190,1.0,1.0,3,Ab Normal,0,1987-08-21,Others,ELO,Gravel,RH,4.04,10297148
P02920,Adyar,931,2011-06-29,195,1.0,1.0,3,Family,0,2003-07-01,Commercial,ELO,No Access,RH,2.95,11020882
P06049,Adyar,1290,2009-11-02,108,2.0,2.0,4,AdjLand,0,1982-11-09,Others,All Pub,Paved,A,3.85,8895975
P07075,Adyar,691,2009-03-04,77,1.0,1.0,2,Normal Sale,1,1982-03-11,Commercial,ELO,Gravel,I,3.29,10496342
P08710,Adyar,625,2007-09-13,168,1.0,1.0,2,AdjLand,0,1967-09-23,Commercial,ELO,Paved,RH,3.85,9132360
P06530,Adyar,1219,2009-07-30,189,2.0,2.0,4,AdjLand,0,1997-08-02,Others,ELO,Paved,RM,2.47,11679787
P01600,Adyar,630,2012-03-11,52,1.0,1.0,2,AdjLand,1,1993-03-16,Others,NoSewr ,Gravel,C,3.21,7688082
P05310,Adyar,730,2010-03-21,87,1.0,1.0,2,Partial,1,1989-03-26,House,NoSeWa,Gravel,RH,2.81,8098476
P08444,Adyar,655,2007-12-29,22,1.0,1.0,2,AdjLand,1,2000-12-30,Commercial,All Pub,Paved,RL,2.94,11866572
P04618,Adyar,789,2010-07-30,197,1.0,1.0,2,AdjLand,1,1985-08-05,Commercial,ELO,No Access,RH,2.99,11071674
P09415,Adyar,786,2006-12-16,197,1.0,1.0,2,Family,0,1975-12-24,Others,ELO,Gravel,RH,2.91,7718250
P02721,Adyar,777,2011-08-11,196,1.0,1.0,2,Partial,1,1986-08-17,Others,NoSeWa,No Access,RM,3.31,8849345
P03561,Adyar,902,2011-02-28,175,1.0,1.0,3,Ab Normal,0,2006-03-01,Commercial,NoSeWa,Gravel,C,3.08,11041969
P02739,Adyar,916,2011-08-08,50,1.0,1.0,3,Ab Normal,1,1977-08-16,Others,ELO,No Access,RM,3.58,9791999
P01586,Adyar,1049,2012-03-14,10,1.0,1.0,3,Family,1,1992-03-19,Commercial,ELO,No Access,C,3.34,11618707
P03787,Adyar,693,2011-01-11,69,1.0,1.0,2,Normal Sale,0,2003-01-13,House,NoSewr ,Gravel,RL,3.38,8422420
P01736,Adyar,888,2012-02-17,44,1.0,1.0,3,Ab Normal,1,1983-02-24,Commercial,ELO,No Access,C,4.05,10376644
P08948,Adyar,976,2007-06-08,47,1.0,1.0,3,Normal Sale,1,1994-06-11,Others,All Pub,No Access,RL,4.13,10242458
P08804,Adyar,961,2007-08-12,132,1.0,1.0,3,Partial,1,1989-08-16,Commercial,NoSeWa,Paved,C,3.01,11363024
P01774,Adyar,1255,2012-02-10,191,2.0,2.0,4,Family,0,2001-02-12,House,ELO,Paved,RM,2.53,10467778
P08394,Adyar,1065,2008-01-16,81,1.0,1.0,3,Family,0,2003-01-17,House,ELO,Gravel,A,3.85,7165643
P09061,Adyar,783,2007-04-24,149,1.0,1.0,2,AdjLand,1,1969-05-03,Others,NoSewr ,No Access,RL,3.79,8982050
P04377,Adyar,838,2010-09-13,10,1.0,1.0,3,AdjLand,1,1973-09-22,Commercial,All Pub,No Access,RH,3.22,11790920
P08450,Adyar,1291,2007-12-27,0,2.0,2.0,4,Family,0,1980-01-03,House,NoSeWa,No Access,C,3.49,7229164
P03686,Adyar,1109,2011-01-31,5,1.0,1.0,3,Family,1,1975-02-09,House,ELO,Paved,RM,3.36,10411211
P03727,Adyar,995,2011-01-23,26,1.0,1.0,3,Ab Normal,1,1977-01-31,Others,All Pub,No Access,I,2.51,8449705
P02743,Adyar,630,2011-08-07,174,1.0,1.0,2,Partial,0,1995-08-11,Commercial,ELO,Gravel,RL,4.0,10042142
P07816,Adyar,1299,2008-07-23,62,2.0,2.0,4,Normal Sale,0,1997-07-26,Others,ELO,No Access,C,2.67,8475559
P02207,Adyar,1274,2011-11-15,77,2.0,2.0,4,Ab Normal,1,1989-11-20,House,NoSeWa,Paved,RL,4.3,11294830
P08587,Adyar,695,2007-10-29,86,1.0,1.0,2,Ab Normal,1,1996-10-31,Commercial,ELO,No Access,I,3.36,9425117
P03869,Adyar,1268,2010-12-26,114,2.0,2.0,4,Normal Sale,0,1996-12-29,House,All Pub,Paved,RL,2.69,10460088
P03975,Adyar,819,2010-12-02,44,1.0,1.0,3,Family,0,1974-12-11,Commercial,NoSeWa,No Access,RM,3.29,11012940
P07745,Adyar,604,2008-08-13,105,1.0,1.0,2,Family,1,1981-08-20,Others,NoSeWa,Gravel,RM,3.28,9405319
P06384,Adyar,1081,2009-08-31,158,1.0,1.0,3,Ab Normal,0,1973-09-09,Commercial,ELO,Paved,C,4.06,11464423
P02722,Adyar,1243,2011-08-11,21,2.0,2.0,4,Partial,1,1976-08-19,House,NoSewr ,No Access,I,4.01,8559579
P01444,Adyar,927,2012-05-02,175,1.0,1.0,3,Family,0,2006-05-04,Commercial,All Pub,Paved,C,4.0,10974138
P03237,Adyar,807,2011-04-29,68,1.0,1.0,3,Family,1,1987-05-05,Others,ELO,Paved,C,3.82,7371487
P08122,Adyar,786,2008-04-17,118,1.0,1.0,2,Family,1,1998-04-20,Others,All Pub,Gravel,RM,3.15,10744615
P09109,Adyar,990,2007-04-04,167,1.0,1.0,3,AdjLand,0,1983-04-10,Commercial,NoSeWa,Gravel,A,2.81,11142190
P07581,Adyar,1167,2008-09-27,193,1.0,1.0,3,Ab Normal,0,1973-10-06,House,All Pub,Paved,I,3.75,8252324
P06103,Adyar,987,2009-10-23,95,1.0,1.0,3,AdjLand,1,1994-10-27,House,ELO,Paved,RH,3.5,9660761
P06466,Adyar,796,2009-08-12,68,1.0,1.0,2,AdjLand,1,1999-08-15,Commercial,ELO,No Access,C,3.7,10243482
P08665,Adyar,1282,2007-09-29,164,2.0,2.0,4,Ab Normal,1,1980-10-05,Others,ELO,Gravel,A,3.43,9701574
P05338,Adyar,1103,2010-03-14,44,1.0,1.0,3,Family,0,1999-03-17,House,NoSeWa,Paved,I,3.77,7978642
P04814,Adyar,1000,2010-06-26,33,1.0,1.0,3,Ab Normal,0,1992-06-30,Others,ELO,No Access,RL,2.87,8707767
P01447,Adyar,1153,2012-05-01,178,1.0,1.0,3,AdjLand,1,1988-05-07,House,NoSeWa,Gravel,A,3.05,8692621
P08395,Adyar,1278,2008-01-16,175,2.0,2.0,4,Partial,1,1971-01-25,House,NoSeWa,No Access,RL,3.52,9835841
P08768,Adyar,1000,2007-08-27,189,1.0,1.0,3,Family,1,1992-08-30,Others,ELO,Gravel,A,4.42,8452647
P04643,Adyar,767,2010-07-26,191,1.0,1.0,2,Normal Sale,1,2003-07-28,House,All Pub,No Access,RM,4.48,9525022
P07908,Adyar,928,2008-06-27,93,1.0,1.0,3,Partial,0,1999-06-30,House,All Pub,Gravel,C,3.83,7340204
P09218,Adyar,933,2007-02-21,139,1.0,1.0,3,Ab Normal,0,1996-02-24,House,NoSeWa,Paved,RM,3.69,9401096
P04953,Adyar,823,2010-05-28,134,1.0,1.0,3,Normal Sale,0,2005-05-29,Others,ELO,Gravel,C,3.8,7504397
P08901,Adyar,765,2007-06-27,11,1.0,1.0,2,Normal Sale,0,1996-06-29,House,ELO,Gravel,RL,4.64,8531811
P01887,Adyar,1244,2012-01-21,180,2.0,2.0,4,Partial,1,2004-01-23,Others,ELO,No Access,C,3.7,8973127
P01801,Adyar,940,2012-02-06,60,1.0,1.0,3,Family,1,1999-02-09,House,All Pub,No Access,RL,3.87,9181686
P01928,Adyar,1178,2012-01-13,121,1.0,1.0,3,AdjLand,1,1993-01-17,House,ELO,Paved,C,3.46,8992975
P04108,Adyar,618,2010-11-05,57,1.0,1.0,2,Normal Sale,0,1974-11-14,Commercial,ELO,Paved,RH,3.88,8725130
P02936,Adyar,1181,2011-06-26,156,1.0,1.0,3,Partial,1,1987-07-02,Others,ELO,No Access,I,2.0,8872951
P02371,Adyar,692,2011-10-16,118,1.0,1.0,2,Ab Normal,1,1986-10-22,Commercial,NoSewr ,No Access,A,3.57,8174045
P01412,Adyar,1082,2012-05-23,100,1.0,1.0,3,Ab Normal,1,1984-05-30,House,NoSewr ,Gravel,I,4.66,9636711
P04434,Adyar,698,2010-08-31,140,1.0,1.0,2,Family,0,1994-09-04,Commercial,NoSewr ,Gravel,RH,3.32,10353233
P06609,Adyar,1135,2009-07-15,172,1.0,1.0,3,Ab Normal,1,1975-07-24,House,All Pub,Gravel,RM,2.54,11521301
P09270,Adyar,924,2007-02-06,100,1.0,1.0,3,Family,0,1981-02-12,Commercial,All Pub,No Access,RH,3.2,10973726
P05956,Adyar,1263,2009-11-21,58,2.0,2.0,4,AdjLand,0,1969-12-01,House,All Pub,No Access,I,2.81,8283402
P08024,Adyar,819,2008-05-17,7,1.0,1.0,3,Normal Sale,0,1995-05-21,House,All Pub,No Access,RL,3.19,7768802
P08885,Adyar,737,2007-07-06,17,1.0,1.0,2,Partial,0,1976-07-13,House,NoSewr ,No Access,RM,3.41,7290165
P09438,Adyar,1261,2006-12-07,144,2.0,2.0,4,AdjLand,1,1967-12-17,Others,NoSewr ,Paved,C,3.42,10049070
P09416,Adyar,817,2006-12-16,40,1.0,1.0,3,Partial,0,1994-12-19,Commercial,NoSeWa,Paved,RM,4.25,12080074
P07294,Adyar,870,2008-12-28,94,1.0,1.0,3,Normal Sale,0,1984-01-04,Commercial,NoSeWa,No Access,RL,2.84,11076783
P02112,Adyar,1270,2011-12-09,179,2.0,2.0,4,Normal Sale,1,1977-12-17,Others,All Pub,No Access,RH,3.47,10694890
P06410,Adyar,981,2009-08-25,169,1.0,1.0,3,Family,1,2000-08-27,Others,NoSeWa,No Access,RL,2.93,9749897
P08460,Adyar,1206,2007-12-24,63,2.0,2.0,4,Ab Normal,0,1984-12-29,House,ELO,Gravel,C,3.0,8263649
P04048,Adyar,1238,2010-11-17,108,2.0,2.0,4,Normal Sale,0,1983-11-24,House,NoSeWa,Gravel,RM,3.92,10966346
P01574,Adyar,1282,2012-03-15,183,2.0,2.0,4,Family,1,1979-03-24,House,NoSewr ,No Access,C,3.75,8359157
P03109,Adyar,989,2011-05-25,117,1.0,1.0,3,AdjLand,1,1986-05-31,Others,NoSewr ,Gravel,C,3.27,9393573
P05684,Adyar,1242,2010-01-12,163,2.0,2.0,4,Ab Normal,0,1977-01-20,House,ELO,Paved,I,3.69,8379144
P05500,Adyar,1120,2010-02-13,101,1.0,1.0,3,Ab Normal,1,1984-02-20,House,NoSeWa,Gravel,RL,4.17,10888597
P05446,Adyar,667,2010-02-22,71,1.0,1.0,2,Partial,1,2004-02-24,House,ELO,Paved,RH,3.82,7621990
P03330,Adyar,1018,2011-04-12,22,1.0,1.0,3,AdjLand,0,1982-04-19,Others,NoSeWa,Paved,C,3.72,7828669
P04500,Adyar,893,2010-08-19,176,1.0,1.0,3,Normal Sale,1,1997-08-22,House,NoSeWa,Gravel,C,2.18,8054509
P02588,Adyar,698,2011-09-06,46,1.0,1.0,2,Normal Sale,1,1990-09-11,Commercial,NoSewr ,No Access,I,3.04,9595294
P07606,Adyar,1098,2008-09-23,50,1.0,1.0,3,Partial,1,1991-09-28,House,All Pub,Gravel,RH,2.59,10043417
P09456,Adyar,1215,2006-11-29,12,2.0,2.0,4,Family,1,1981-12-05,House,NoSeWa,Gravel,RL,3.51,11210734
P02856,Adyar,1249,2011-07-11,179,2.0,2.0,4,Family,0,2006-07-12,Others,NoSewr ,Paved,I,3.51,9715732
P06203,Adyar,1032,2009-10-06,192,1.0,1.0,3,AdjLand,0,1999-10-09,Commercial,NoSeWa,Gravel,A,2.99,11811191
P01686,Adyar,897,2012-02-26,135,1.0,1.0,3,Family,0,1985-03-04,Commercial,ELO,Gravel,I,4.01,10977268
P07323,Adyar,835,2008-12-20,17,1.0,1.0,3,Partial,1,1973-12-29,Commercial,All Pub,Gravel,C,4.06,11062432
P08815,Adyar,830,2007-08-09,137,1.0,1.0,3,Normal Sale,0,1974-08-17,House,NoSeWa,Paved,RH,3.48,7238592
P08673,Adyar,988,2007-09-25,137,1.0,1.0,3,Ab Normal,1,1988-09-29,House,ELO,No Access,C,3.54,7191257
P08955,Adyar,907,2007-06-05,31,1.0,1.0,3,Partial,1,1988-06-09,House,All Pub,Gravel,A,4.2,7493394
P03994,Adyar,836,2010-11-28,30,1.0,1.0,3,Family,0,1988-12-03,Others,ELO,No Access,RL,3.31,7726399
P09094,Adyar,997,2007-04-08,172,1.0,1.0,3,AdjLand,1,2002-04-09,House,NoSeWa,No Access,RL,3.17,9910168
P08810,Adyar,1130,2007-08-11,73,1.0,1.0,3,Ab Normal,1,1988-08-15,Others,NoSewr ,Gravel,A,3.69,9294689
P05414,Adyar,1230,2010-02-28,129,2.0,2.0,4,Partial,1,2001-03-02,Others,All Pub,Gravel,I,3.8,11139516
P08811,Adyar,1087,2007-08-10,73,1.0,1.0,3,Normal Sale,0,1974-08-18,Others,NoSewr ,Paved,A,3.53,7154922
P04852,Adyar,694,2010-06-18,125,1.0,1.0,2,Ab Normal,1,1995-06-22,Others,NoSeWa,Gravel,A,4.07,7076200
P01644,Adyar,1166,2012-03-04,49,1.0,1.0,3,Normal Sale,1,1980-03-12,Others,ELO,Gravel,RL,3.67,11619699
P07642,Adyar,878,2008-09-13,105,1.0,1.0,3,AdjLand,1,1995-09-17,Commercial,NoSewr ,No Access,I,2.86,11617659
P03157,Adyar,836,2011-05-15,101,1.0,1.0,3,AdjLand,0,1977-05-23,House,ELO,No Access,RL,3.71,7562875
P05941,Adyar,1135,2009-11-24,22,1.0,1.0,3,Partial,0,1985-11-30,House,NoSeWa,Paved,RL,3.83,9146675
P02921,Adyar,1163,2011-06-29,97,1.0,1.0,3,Ab Normal,0,1984-07-05,Others,ELO,Paved,C,2.86,8024968
P08658,Adyar,654,2007-10-02,82,1.0,1.0,2,Normal Sale,0,1987-10-07,Commercial,ELO,Paved,I,4.29,8786513
P09161,Adyar,845,2007-03-14,122,1.0,1.0,3,Ab Normal,1,1992-03-17,Others,NoSewr ,No Access,RH,4.23,8808479
P03150,Adyar,619,2011-05-17,137,1.0,1.0,2,Family,0,1976-05-25,Others,NoSewr ,Paved,RM,3.47,7816136
P03041,Adyar,620,2011-06-08,181,1.0,1.0,2,Normal Sale,1,2006-06-09,Commercial,All Pub,No Access,A,2.49,8026208
P09028,Adyar,930,2007-05-08,99,1.0,1.0,3,Normal Sale,1,1980-05-14,Others,ELO,Gravel,C,4.02,8645792
P06971,Adyar,1229,2009-04-02,85,2.0,2.0,4,Ab Normal,1,1990-04-07,Others,NoSewr ,Gravel,RH,4.04,11767698
P08434,Adyar,1276,2008-01-03,188,2.0,2.0,4,Ab Normal,0,1978-01-10,House,NoSeWa,Gravel,RH,2.74,9659500
P08735,Adyar,1243,2007-09-06,119,2.0,2.0,4,Ab Normal,0,2001-09-07,House,ELO,Paved,RL,3.34,10199230
P09279,Adyar,905,2007-02-03,86,1.0,1.0,3,Family,1,1973-02-11,Commercial,NoSeWa,No Access,I,2.34,10777409
P07437,Adyar,667,2008-11-08,85,1.0,1.0,2,Ab Normal,1,1972-11-17,Others,NoSeWa,Gravel,I,3.26,7778425
P01458,Adyar,1211,2012-04-22,79,2.0,2.0,4,Family,1,1994-04-27,House,ELO,Gravel,RL,3.97,11238187
P07751,Adyar,1185,2008-08-12,60,1.0,1.0,3,Family,0,1995-08-16,Others,All Pub,No Access,A,2.6,7234007
P03968,Adyar,983,2010-12-03,29,1.0,1.0,3,Partial,0,1976-12-11,Others,ELO,Gravel,C,3.86,7298293
P05329,Adyar,1001,2010-03-16,68,1.0,1.0,3,Normal Sale,1,1982-03-23,House,NoSewr ,Paved,A,4.25,7305239
P08392,Adyar,888,2008-01-17,157,1.0,1.0,3,Ab Normal,1,1975-01-25,House,ELO,Gravel,RL,3.53,9708595
P05370,Adyar,695,2010-03-08,28,1.0,1.0,2,Normal Sale,0,2002-03-10,House,ELO,Paved,RL,3.71,7622796
P04983,Adyar,1204,2010-05-23,22,2.0,2.0,4,Family,0,1980-05-30,House,NoSeWa,No Access,RH,3.97,8177086
P05906,Adyar,825,2009-12-01,75,1.0,1.0,3,AdjLand,1,1969-12-11,Commercial,NoSeWa,Gravel,C,3.39,11121651
P08987,Adyar,845,2007-05-23,200,1.0,1.0,3,Ab Normal,0,1978-05-30,House,All Pub,Gravel,I,4.24,7630259
P04653,Adyar,974,2010-07-25,135,1.0,1.0,3,AdjLand,0,1996-07-28,House,All Pub,Paved,RM,3.06,9992426
P04619,Adyar,1214,2010-07-30,184,2.0,2.0,4,AdjLand,1,1982-08-06,Others,NoSewr ,Gravel,A,2.76,9833515
P07561,Adyar,1153,2008-10-03,120,1.0,1.0,3,Normal Sale,0,1978-10-11,Others,ELO,Paved,RH,3.29,9393466
P09113,Adyar,836,2007-04-03,117,1.0,1.0,3,Normal Sale,0,1976-04-10,Commercial,ELO,Gravel,I,3.2,10506194
P07041,Adyar,793,2009-03-12,166,1.0,1.0,2,Normal Sale,0,1979-03-20,Commercial,All Pub,Gravel,RL,4.17,11937004
P01859,Adyar,1082,2012-01-26,114,1.0,1.0,3,Family,0,1997-01-29,Commercial,All Pub,Paved,A,3.59,11230888
P06603,Adyar,1299,2009-07-16,51,2.0,2.0,4,Family,1,1970-07-26,House,ELO,Gravel,RM,3.8,11934321
P04845,Adyar,706,2010-06-19,177,1.0,1.0,2,Family,0,1972-06-28,Commercial,ELO,Paved,RH,3.3,9190836
P02675,Adyar,990,2011-08-20,44,1.0,1.0,3,AdjLand,1,2004-08-21,House,All Pub,No Access,RH,2.27,9232040
P08370,Adyar,1250,2008-01-26,9,2.0,2.0,4,Partial,0,1979-02-02,Others,ELO,Gravel,A,3.81,8164452
P01817,Adyar,1294,2012-02-02,197,2.0,2.0,4,Family,0,1999-02-05,Others,ELO,Paved,C,3.86,8972595
P05521,Adyar,891,2010-02-09,112,1.0,1.0,3,Partial,0,1988-02-15,House,All Pub,Gravel,RH,4.02,8187464
P01995,Adyar,1171,2011-12-31,51,1.0,1.0,3,Family,0,2006-01-01,Others,All Pub,No Access,RH,3.35,9316303
P08738,Adyar,1275,2007-09-05,196,2.0,2.0,4,AdjLand,1,1980-09-11,House,ELO,Gravel,C,3.34,9874411
P01951,Adyar,1275,2012-01-09,120,2.0,2.0,4,Ab Normal,1,1988-01-15,Others,ELO,Paved,A,3.84,9274493
P04445,Adyar,682,2010-08-29,59,1.0,1.0,2,Family,0,2003-08-31,Others,NoSewr ,Gravel,RH,3.42,7953998
P07056,Adyar,860,2009-03-08,106,1.0,1.0,3,Normal Sale,0,1973-03-17,Commercial,NoSewr ,Paved,RH,2.79,10915503
P08223,Adyar,1121,2008-03-18,186,1.0,1.0,3,Ab Normal,0,1986-03-24,Others,NoSeWa,Paved,I,3.32,8751046
P08977,Adyar,600,2007-05-26,162,1.0,1.0,2,Normal Sale,1,1967-06-05,House,NoSewr ,Gravel,RL,3.23,8366963
